"Julian Day","Chamber Number","Measurement Duration (s)","        Mean CO2 (ppm)","        Mean CH4 (ppm)","        Mean N2O (ppm)","        Mean NH3 (ppm)","        Mean H2O (ppm)","     Chem Detect (0/1)","   Cav. Pressure (kPa)","Cav. Temperature (K)","   Water Content (fraction)","Chamber Temperature (K)","Chamber Pressure (kPa)","    Flux CO2 (L) (umol/m^2/s)","    Flux CO2 (E) (umol/m^2/s)","    Flux CH4 (L) (nmol/m^2/s)","    Flux CH4 (E) (nmol/m^2/s)","    Flux N2O (L) (nmol/m^2/s)","    Flux N2O (E) (nmol/m^2/s)","    Flux NH3 (L) (umol/m^2/s)","    Flux NH3 (E) (umol/m^2/s)","  e_Flux CO2 (L) (umol/m^2/s)","  e_Flux CO2 (E) (umol/m^2/s)","  e_Flux CH4 (L) (nmol/m^2/s)","  e_Flux CH4 (E) (nmol/m^2/s)","  e_Flux N2O (L) (nmol/m^2/s)","  e_Flux N2O (E) (nmol/m^2/s)","  e_Flux NH3 (L) (umol/m^2/s)","  e_Flux NH3 (E) (umol/m^2/s)","Metadata"
41.953536,1,291,2748.43315673,29.09585832,1.03397916,149.48061155,1.20806389,1.00000000,18.66665521,318.14987637,0.01374585,285.72278278,97.74000000,274.12535824,275.74497211,3621.58756095,3652.63913309,80.59125059,80.91686937,-3.20374707,-3.19445951,2.27343272,0.95401973,28.75725817,1289.82754360,0.73892042,243.47975830,0.19526681,0.69297622,"Measurement #0131  from Forerunner Autochamber # 1"
41.957545,2,282,4654.65520033,33.02994042,0.73478671,188.33634604,1.47683832,1.00000000,18.66583835,318.15031554,0.01367984,285.30517689,98.59000000,646.65776779,648.44103700,5231.39409493,5252.28723279,59.10337255,59.15124220,-2.48798948,-3.09044055,7.06537178,0.91655038,46.17121617,1207.33739067,0.49794011,763.05217621,0.01103367,0.28348639,"Measurement #0132  from Forerunner Autochamber # 2"
41.961671,3,295,3287.97103262,42.30903674,1.21415879,1221.08021055,1.40017811,1.00000000,18.66537256,318.14929837,0.01323783,284.95160782,97.65000000,638.10654198,640.24638989,11605.14359328,11633.24499252,181.20306806,181.57100479,-2.45200121,-2.45281452,5.35151408,0.49170284,99.23992946,447.95123794,1.87734654,627.08097858,0.10835498,1.71928240,"Measurement #0133  from Forerunner Autochamber # 3"
41.965651,4,286,881.20498331,24.08997881,0.36638596,1545.49978741,0.93828388,1.00000000,18.66526968,318.14945959,0.00711934,284.15509930,97.07000000,46.30348256,46.43864786,3553.23511731,3556.29681838,4.71451817,7.61601207,42.09778859,42.12458414,0.28051312,0.62617538,27.69093570,533.48219057,0.31128416,1538.81875761,2.63833641,0.58206450,"Measurement #0134  from Forerunner Autochamber # 4"
41.969726,5,290,1052.08105723,27.47008674,0.36031367,628.32273905,0.97753224,1.00000000,18.66500323,318.14947742,0.00804972,284.66499390,97.26000000,92.83378414,92.92320667,5710.87475957,5713.62228838,2.46230020,9.49225793,2.81271410,2.81226560,3.51388189,0.23360146,173.81887444,655.99073214,0.33723617,1651.71389142,0.56640979,1.78326610,"Measurement #0135  from Forerunner Autochamber # 5"
42.001998,1,285,2893.16836574,32.08260918,1.01762515,145.39037386,1.20167563,1.00000000,18.66671108,318.14952403,0.01274519,284.52040433,97.73000000,329.65298584,331.55416241,4528.76375037,4577.67129685,89.75106203,90.13309072,-3.89635140,-28.27634648,5.37506190,0.71105150,66.18694972,4676.72377406,1.59637442,1242.67597593,0.34655540,0.31658233,"Measurement #0136  from Forerunner Autochamber # 1"
42.006111,2,294,4479.98709103,31.25353573,0.72029309,177.25321338,1.40519288,1.00000000,18.66581265,318.15043146,0.01290440,284.33844267,98.13000000,631.89792918,633.44470624,5132.05929838,5148.21173840,58.29079021,58.34600836,-2.16802939,-2.70772981,10.70278452,0.56977726,69.68873571,1162.91449868,1.18287067,1462.21918301,0.02245584,0.93883768,"Measurement #0137  from Forerunner Autochamber # 2"
42.010168,3,294,3391.85344425,46.19941622,1.24165346,965.06131165,1.33603192,1.00000000,18.66565924,318.14962991,0.01267907,283.85881835,97.65000000,650.92136838,652.05358940,12766.93235607,12793.52581010,186.56527902,187.02329771,9.37524373,13.06135105,6.66232841,1.46398531,146.28449090,824.85238621,2.22046342,747.08831900,0.08276432,0.62776817,"Measurement #0138  from Forerunner Autochamber # 3"
42.014162,4,286,1019.25783367,31.94088494,0.39203919,1687.15591698,0.94857239,1.00000000,18.66518107,318.14959401,0.00754305,283.40744008,97.22000000,55.85714357,55.91704619,4390.86158156,4396.51148504,5.07536937,7.58737454,48.32006664,48.31141548,0.45591332,0.83230290,28.71387673,178.01592251,0.10589233,1450.58865343,0.97645884,0.14185499,"Measurement #0139  from Forerunner Autochamber # 4"
42.018237,5,292,1035.44098046,28.30988070,0.35011353,612.56403840,0.94322109,1.00000000,18.66531927,318.14963024,0.00770238,283.82152557,97.34000000,85.31684829,85.39202275,5358.14276672,5367.83002332,0.86408003,1.21382652,1.56837259,1.56616137,1.87111431,0.42144094,96.29503891,288.46514916,0.20232476,2871.30606316,0.29690632,1.99330437,"Measurement #0140  from Forerunner Autochamber # 5"
42.050510,1,290,2838.14197530,31.77705558,0.95336377,139.04262029,1.14452695,1.00000000,18.66641502,318.14963892,0.01232078,284.19187960,97.72000000,354.85733781,356.97117165,4920.17754478,4961.23010601,90.53351544,90.98483710,-3.73302122,-28.57751084,2.98598278,3.26910155,36.52376218,8776.21443663,0.88277014,2448.18115137,0.17094121,0.41142974,"Measurement #0141  from Forerunner Autochamber # 1"
42.054601,2,289,4365.02591790,30.97741698,0.70208811,170.80040543,1.35857509,1.00000000,18.66553149,318.15026419,0.01256323,283.97035123,97.78000000,582.18749701,584.97840264,4960.22757609,4981.18293963,53.57990743,53.70720145,-2.17374537,-2.74238939,5.01083131,0.43462964,36.62955439,827.23655230,0.12898872,1719.10968030,0.00315815,1.05667250,"Measurement #0142  from Forerunner Autochamber # 2"
42.058611,3,290,3112.28705222,39.81914411,1.16448920,945.84685794,1.29374785,1.00000000,18.66547472,318.14987944,0.01217371,283.70929905,97.66000000,629.03915910,629.51039297,11372.72470466,11391.24553033,174.70731791,174.82235658,8.63646673,36.74550600,10.17894770,2.43164305,149.74205115,2288.68953942,3.26542291,1985.64360667,0.37455250,0.25123871,"Measurement #0143  from Forerunner Autochamber # 3"
42.062640,4,285,928.47264896,29.42309546,0.37498290,1502.50115785,0.93029390,1.00000000,18.66520033,318.14981728,0.00695175,282.98608027,97.22000000,56.74208730,57.02932723,4362.03202730,4368.13409892,4.29237490,14.91501495,30.95607316,30.94323583,0.08383924,0.95864122,9.96433171,172.75852134,0.04697178,812.49799068,0.32049207,2.25204407,"Measurement #0144  from Forerunner Autochamber # 4"
42.066688,5,280,1075.02947800,30.02227318,0.35885195,587.97841424,0.97882873,1.00000000,18.66520072,318.14965768,0.00763527,283.44538068,97.44000000,92.43115242,92.53445523,5556.03841156,5563.91453933,1.66023299,8.28939434,1.23447728,1.22427642,2.67501624,0.71249767,115.04077836,582.60565483,0.30585632,2555.57415841,0.24883622,16.34705988,"Measurement #0145  from Forerunner Autochamber # 5"
42.099006,1,285,3085.01481454,33.78375160,1.03931899,138.59196065,1.19676163,1.00000000,18.66655858,318.14985555,0.01203012,283.70929905,97.70000000,332.53632067,352.79860782,4417.33910756,5178.76062925,87.44519366,91.37012578,-4.07328037,-15.07676303,2.48062533,2.10645527,38.85315097,860.54208091,0.75533037,3014.59186578,0.14852551,0.27335422,"Measurement #0146  from Forerunner Autochamber # 1"
42.103108,2,290,4481.01630303,33.54917599,0.68072790,161.70847344,1.30721203,1.00000000,18.66552444,318.15042623,0.01211183,283.55884389,97.60000000,619.21395194,621.34162033,5417.05540357,5444.40293530,51.57828546,51.74145913,-2.04912264,-2.59012909,8.85685881,1.23034241,65.91038185,1827.62890600,1.06064959,1667.62650697,0.02511798,0.79843866,"Measurement #0147  from Forerunner Autochamber # 2"
42.107136,3,293,3457.52900825,46.25323475,1.27946451,964.81404697,1.21436441,1.00000000,18.66540029,318.14959295,0.01154114,282.98608027,97.64000000,696.22830451,697.81704928,13004.16354948,13033.07858121,202.16514701,202.77060460,5.93304507,27.62790352,11.43819807,2.05143425,212.93588503,2338.11844668,4.15931941,2028.71901630,0.39836598,0.11163458,"Measurement #0148  from Forerunner Autochamber # 3"
42.111149,4,288,1017.41891402,32.98841279,0.37503407,1558.31373934,0.91423100,1.00000000,18.66509396,318.14956122,0.00721268,282.39926124,97.25000000,62.70323800,63.00365236,4797.70099472,4822.06204474,4.02985742,6.60817194,51.05283937,51.09199049,1.21390598,2.15576869,83.49904780,1697.01643801,0.28169903,2425.49166329,2.87802269,0.54262825,"Measurement #0149  from Forerunner Autochamber # 4"
42.115222,5,291,1080.08544943,29.37648242,0.35724049,595.06853984,0.95565086,1.00000000,18.66542527,318.14977542,0.00751954,282.83100019,97.38000000,93.65541684,93.75669928,5455.25011480,5460.42878710,1.95902138,23.32169312,0.22459573,0.22425167,1.31130973,0.20457021,69.67730500,96.95577236,0.18265700,2024.50681086,0.15565903,288.22627211,"Measurement #0150  from Forerunner Autochamber # 5"
42.147519,1,292,3130.46694857,35.13759739,1.02612147,143.00413021,1.23366783,1.00000000,18.66641813,318.14995556,0.01142343,282.75308104,97.67000000,350.23662872,384.99185013,4856.42172248,5516.33669920,87.90433470,90.12805999,-4.25263973,-6.30997937,0.63563370,3.86366227,8.19201731,1959.90657695,0.16160570,2057.40343863,0.00821484,0.16648195,"Measurement #0151  from Forerunner Autochamber # 1"
42.151589,2,293,4566.96342196,33.95466811,0.66672021,156.24120882,1.24721397,1.00000000,18.66566227,318.15022215,0.01150476,282.59647555,97.36000000,603.74012161,606.83338855,5178.96853140,5204.90175039,47.11735977,47.26985875,-1.96852464,-2.45388239,0.73516795,0.94252591,28.37386829,1016.33259013,0.41665069,461.32715390,0.01084696,0.24795643,"Measurement #0152  from Forerunner Autochamber # 2"
42.155607,3,293,3406.29873421,46.22689765,1.25402519,876.01876650,1.17503503,1.00000000,18.66530481,318.14983511,0.01111803,282.31991608,97.60000000,666.46383840,667.02392834,12894.66153322,12913.86599696,191.85491556,192.01141082,6.23234447,28.69924138,6.45012495,1.45368814,115.22032244,1198.99251568,2.07481476,1316.22701072,0.17598203,0.05354621,"Measurement #0153  from Forerunner Autochamber # 3"
42.159630,4,283,953.64610141,31.21851566,0.36155359,1672.48889579,0.91146993,1.00000000,18.66558327,318.15007051,0.00701991,281.71623253,97.20000000,55.42177787,62.13006585,4180.77253021,4421.83206727,5.06966473,13.00277154,21.07169849,0.26335753,0.65434671,4.43248111,40.28478507,10443.98539960,0.18618579,398.89123562,1.82782804,0.77279380,"Measurement #0154  from Forerunner Autochamber # 4"
42.163682,5,282,1036.76330811,28.18823163,0.35316623,569.24169382,0.92170082,1.00000000,18.66510392,318.14977125,0.00763642,282.28014410,97.36000000,94.79402252,94.80704141,5663.74396675,5669.68817297,1.40382381,1.39648045,0.37691492,0.37630498,1.70364591,0.25493567,84.95370520,919.06842576,0.15322204,256556.77075465,0.23607418,9999.00000000,"Measurement #0155  from Forerunner Autochamber # 5"
42.195956,1,289,3065.26535974,36.06086436,0.98496903,141.79458969,1.20774169,1.00000000,18.66657011,318.14976366,0.01098049,282.51778555,97.66000000,380.86390716,383.85142304,5458.94672539,5524.53557369,91.62263771,92.07613617,-3.93316383,-6.32243470,1.23747893,1.61299696,15.60172118,6120.78612556,0.30272586,776.99736442,0.01384539,0.05251973,"Measurement #0156  from Forerunner Autochamber # 1"
42.200001,2,288,4204.77574801,27.69151729,0.62978507,152.08231240,1.23085813,1.00000000,18.66575469,318.15059323,0.01128899,282.20040014,97.04000000,510.95713216,512.52414678,3895.96358721,3912.88623791,37.69898962,37.72993153,-1.85538237,-2.11504663,2.85371729,0.62558783,19.71468180,299.15605190,0.24942508,763.16975325,0.00406466,0.40503027,"Measurement #0157  from Forerunner Autochamber # 2"
42.204112,3,294,3486.49170920,49.64282495,1.29907588,825.09424067,1.15226923,1.00000000,18.66539671,318.14987915,0.01093900,281.95955058,97.60000000,691.26579329,692.53843730,14765.74138022,14780.84900683,205.49199945,205.78523153,8.59219559,40.94079463,2.97294506,0.29623587,316.38489072,235.10102126,4.79571106,667.82659136,0.59644340,0.18385063,"Measurement #0158  from Forerunner Autochamber # 3"
42.208145,4,287,910.72908465,29.38003505,0.36012505,1560.28283992,0.90250337,1.00000000,18.66521886,318.14992796,0.00698051,281.34650497,97.21000000,49.26509714,49.49834367,3811.32895562,3822.71866917,3.76967038,6.86883688,14.57219754,0.18052322,0.09797422,1.66982193,8.09713571,885.67406725,0.03657760,846.25832602,0.38522254,0.42838863,"Measurement #0159  from Forerunner Autochamber # 4"
42.212201,5,292,1011.87188149,26.61442982,0.35391286,542.14302686,0.88184950,1.00000000,18.66526691,318.14987026,0.00715460,282.08028052,97.32000000,89.13155566,89.23976338,5202.52295136,5212.48498017,1.79021702,1.81126144,1.65160838,1.65121292,1.38344021,0.25698013,70.32272978,315.09329009,0.09030176,7694.79193050,0.14130896,1.97078072,"Measurement #0160  from Forerunner Autochamber # 5"
42.244442,1,283,3307.53903587,39.27557924,1.02234960,136.57748809,1.18809977,1.00000000,18.66637598,318.14993655,0.01093237,282.20040014,97.66000000,371.29487783,427.06829269,5337.69891444,6397.72815218,88.22427177,93.21969609,-3.69199078,-5.68626733,0.87939369,0.93610713,10.79416112,495.58342109,0.19795224,4374.82507857,0.01097729,0.08141719,"Measurement #0161  from Forerunner Autochamber # 1"
42.248511,2,289,4579.86224516,33.08970826,0.64249751,146.83759261,1.18167464,1.00000000,18.66570810,318.15009595,0.01089035,281.87872155,96.89000000,554.16669292,556.57979408,4561.03690195,4605.40413892,39.99588422,40.10613823,-1.78736488,-2.13160350,2.41232515,0.54049118,16.81907322,1014.07237970,0.56441309,1822.04183917,0.01151375,1.29738726,"Measurement #0162  from Forerunner Autochamber # 2"
42.252547,3,289,3498.94155139,47.75731641,1.30010886,790.02541561,1.10495945,1.00000000,18.66532846,318.14976572,0.01055479,281.71623253,97.61000000,671.90331461,673.37919825,13604.97167962,13619.13481691,202.30110959,202.58512778,7.85790778,17.72596421,13.34676182,1.16967035,317.42443450,717.93514885,5.00614687,1183.78959811,0.26675439,0.17495562,"Measurement #0163  from Forerunner Autochamber # 3"
42.256600,4,289,885.40877967,27.78925497,0.35615073,1474.35307045,0.86077504,1.00000000,18.66511420,318.14991707,0.00676624,280.88661629,97.16000000,47.53794105,47.83571329,3696.31507991,3708.20972117,4.12827734,7.87852257,11.00345960,11.00315234,0.40370219,1.93855518,30.68126291,1110.40838492,0.16926821,1974.05941388,1.82171985,1.39194867,"Measurement #0164  from Forerunner Autochamber # 4"
42.260678,5,288,1110.76317146,33.16844730,0.34882943,540.07239161,0.90293793,1.00000000,18.66511139,318.14967159,0.00716861,281.42916734,97.32000000,105.32745371,105.50388871,6305.42707018,6312.11820950,0.44987158,0.44984552,0.49312408,0.49313017,3.07487234,0.49304068,166.31925122,410.84959355,0.32767833,99748.22025872,0.36996844,203.95669454,"Measurement #0165  from Forerunner Autochamber # 5"
42.292961,1,287,3394.97984839,41.34910407,1.03209167,134.90055150,1.18628137,1.00000000,18.66651967,318.15010179,0.01076766,281.99986212,97.69000000,356.26777576,406.26447609,5329.14742730,6406.31871725,84.65041221,88.18776018,-3.55118636,-5.89693021,1.60417397,0.73004129,21.86399768,425.94323181,0.36526974,3049.48023506,0.01999535,0.04390933,"Measurement #0166  from Forerunner Autochamber # 1"
42.297047,2,291,4390.51362033,31.50861933,0.61765092,145.82723332,1.19784788,1.00000000,18.66575933,318.15053189,0.01106436,282.04010535,96.82000000,517.21910843,520.43506526,4237.69064169,4269.45919690,34.82064314,34.97464952,-1.75645550,-2.09366715,2.86297468,0.97198311,18.69532229,211.30807899,0.20505540,970.56826041,0.01160139,0.37298810,"Measurement #0167  from Forerunner Autochamber # 2"
42.301128,3,288,3529.91173046,48.29259314,1.39156655,663.53487825,1.13614955,1.00000000,18.66539567,318.14985650,0.01078926,281.71623253,97.68000000,635.29537702,636.59391335,12037.68201135,12063.67579541,211.15980268,211.53284260,10.54667706,13.27923053,7.62777496,1.18780676,125.21667086,1287.58520192,2.92838234,2100.70003730,0.06770065,0.42053721,"Measurement #0168  from Forerunner Autochamber # 3"
42.305141,4,290,877.53441960,26.52442899,0.36551301,1301.64835108,0.85055583,1.00000000,18.66535634,318.15004702,0.00654186,280.84436008,97.28000000,44.66783152,44.77034550,3702.68572877,3708.65812872,3.38221378,4.88538351,22.69232578,22.67598565,0.60079480,0.94067198,49.02531882,725.30937398,0.16728996,2185.56772283,1.20270075,1.06367141,"Measurement #0169  from Forerunner Autochamber # 4"
42.309174,5,287,1140.44257731,32.07597520,0.35759921,538.77320099,0.93110814,1.00000000,18.66531168,318.15017149,0.00717274,281.79761621,97.52000000,97.55271237,97.78392828,5622.88027755,5625.98554921,1.20600119,2.15114174,0.29632078,0.29575911,1.36938035,0.58040622,80.51388805,541.74613054,0.18252702,6971.64781867,0.24644140,860.44933047,"Measurement #0170  from Forerunner Autochamber # 5"
42.341458,1,289,3278.57744123,36.44203305,1.00457259,147.29255580,1.40436412,1.00000000,18.66638830,318.15148669,0.01258174,285.58437508,97.78000000,336.18286680,360.03762802,4593.22694031,5139.28535052,79.95192053,81.06113349,-3.82818380,-5.95135767,1.22383818,5.10920771,15.95324148,2158.42635767,0.30676472,1827.43131161,0.01666895,0.15806551,"Measurement #0171  from Forerunner Autochamber # 1"
42.345540,2,290,3908.95477030,33.41572633,0.57894217,163.39955976,1.41892482,1.00000000,18.66544854,318.15216868,0.01302016,287.19571145,97.84000000,475.32122360,476.66898677,5007.91196200,5029.30002287,30.36349056,30.43453665,-2.03756962,-2.24921938,4.93664633,0.22510751,36.70299706,494.27131945,0.37113749,751.48167247,0.00864583,0.35383303,"Measurement #0172  from Forerunner Autochamber # 2"
42.349587,3,291,3454.15805391,47.43939149,1.60103680,1751.05729222,1.41472928,1.00000000,18.66538895,318.15191498,0.01333180,287.06540247,97.97000000,525.96039719,535.52544175,11008.20296689,11091.01466364,220.84416716,221.87034634,69.19408723,85.39240309,2.09370625,4.67476692,33.52245379,457.89085685,1.02235930,809.78039443,0.36640330,0.61232662,"Measurement #0173  from Forerunner Autochamber # 3"
42.353607,4,287,893.05132480,27.61509064,0.37966556,1846.93238468,0.96905753,1.00000000,18.66512107,318.15172659,0.00628947,286.60380548,98.47000000,54.15649199,54.21752224,3749.23328058,3755.97940316,3.62569710,5.00466178,91.45474967,91.53226981,0.83342602,1.12137575,42.04775923,359.79253866,0.14149104,9429.59463811,1.40827847,0.84509888,"Measurement #0174  from Forerunner Autochamber # 4"
42.357657,5,288,1204.96326729,31.56432808,0.38960109,735.50654936,1.12019299,1.00000000,18.66521010,318.15156160,0.00803480,291.67380077,99.69000000,110.85826394,111.01688889,4843.53881841,4846.88901382,2.40972539,2.40575655,9.24907107,9.25354285,0.73890356,0.73595941,25.00855920,883.14049428,0.09166814,1651.27394070,0.15249552,0.22793646,"Measurement #0175  from Forerunner Autochamber # 5"
42.389949,1,288,3334.16875814,19.62374242,1.10210159,152.50011557,1.50058865,1.00000000,18.66652209,318.15159856,0.01338483,291.26300583,97.85000000,187.71863378,266.65047712,1145.22777178,1895.98826445,53.97144339,57.08895987,-0.62897092,-0.62706069,1.46992162,0.34032222,14.49343430,357.73550485,0.29596310,2301.15321739,0.10403097,0.32874515,"Measurement #0176  from Forerunner Autochamber # 1"
42.393981,2,288,4224.19382402,33.21995027,0.61357846,219.69279010,1.81270316,1.00000000,18.66577561,318.15128181,0.01647637,291.20772681,99.63000000,443.88745646,446.32933393,4250.39450555,4281.11906507,28.59048801,29.26632312,-2.89230634,-3.70789210,3.43254689,0.98244846,26.46786227,847.55526054,0.10798400,24231.09789397,0.00579918,0.49276264,"Measurement #0177  from Forerunner Autochamber # 2"
42.398116,3,296,3259.31065418,47.18846311,1.64077916,2206.24368438,1.91516926,1.00000000,18.66549857,318.15142221,0.01797182,291.42812298,97.97000000,488.20706864,489.87749811,10627.69847258,10659.89658404,222.24239018,222.95165434,175.22418388,175.54606613,7.28866995,1.45784140,189.62640664,1780.87665113,4.00798373,1222.87768422,6.33425072,0.80757845,"Measurement #0178  from Forerunner Autochamber # 3"
42.402112,4,289,992.44536928,29.43203677,0.41961744,2807.19459659,0.99545691,1.00000000,18.66536303,318.15092664,0.00694779,294.98205254,98.97000000,67.52950498,67.63995068,3958.62344676,3960.89222427,9.82788803,9.86726632,203.88245698,204.17963333,0.92277323,1.11680223,45.23784197,605.14985321,0.22456369,1503.93106135,3.92699864,0.39748654,"Measurement #0179  from Forerunner Autochamber # 4"
42.406184,5,293,1378.83071657,35.72339873,0.43352877,975.29751586,1.08261067,1.00000000,18.66532039,318.15095301,0.00862436,291.80926848,98.82000000,127.05697570,127.13606762,4823.52499106,4843.22440873,4.77664397,4.76229044,17.37854773,17.40874785,1.12870211,0.77056507,28.33995226,880.94550182,0.23836981,1194.03095413,0.71960674,1.03523627,"Measurement #0180  from Forerunner Autochamber # 5"
42.438421,1,288,2472.01392724,8.28822560,0.85800900,200.59575748,1.69849989,0.00000000,18.66642883,318.15060440,0.01848892,292.91963246,97.84000000,135.33427508,148.67291136,324.84260544,597.45081576,39.91316000,39.97351951,-3.35517049,-59.94452411,1.32856504,2.51255727,5.55079370,298.62891414,0.58002743,603.90836607,0.30467240,0.18497131,"Measurement #0181  from Forerunner Autochamber # 1"
42.442501,2,289,4456.61621378,30.92949944,0.61064996,302.86349871,2.37575286,1.00000000,18.66582982,318.15168383,0.02171141,292.78994908,100.52000000,404.82438243,493.96744040,3164.71045033,4169.98363566,26.43852945,34.80429870,-4.26150703,-6.32709101,1.84082477,0.95354053,16.21304360,613.91284046,0.15770173,821.71655534,0.02304694,0.10355744,"Measurement #0182  from Forerunner Autochamber # 2"
42.446577,3,288,2334.32217061,30.71739857,1.26787538,3546.55459102,2.40627737,1.00000000,18.66546621,318.15051380,0.02240669,292.76393339,97.92000000,323.90468937,324.41650333,6564.22817324,6575.94308350,153.16594020,153.28799875,22.18941474,22.19145017,6.83811980,0.31464348,111.49245307,291.45019855,3.72123224,1480.65876857,0.98305309,0.61489502,"Measurement #0183  from Forerunner Autochamber # 3"
42.450602,4,285,1089.32368795,28.90960242,0.40643989,2316.46792040,0.89492159,1.00000000,18.66535001,318.15013724,0.00639760,292.76393339,96.66000000,101.12578044,101.28963849,5136.89531389,5139.73780773,13.37770333,13.39197097,117.13196585,117.14442072,0.65867268,0.75318205,33.09708024,220.48192180,0.15095606,664.59224671,1.67437125,0.11549615,"Measurement #0184  from Forerunner Autochamber # 4"
42.454625,5,285,1458.35002729,33.15347251,0.39661974,971.87944342,1.20754231,1.00000000,18.66511036,318.15066580,0.00740812,293.22822121,98.49000000,109.41954051,110.23584535,3577.41140276,3594.93637161,2.89324434,3.08846252,21.81949164,40.01179838,0.59863280,0.68591479,13.78404350,672.72506242,0.12247093,48619.88855803,0.45719529,0.57968888,"Measurement #0185  from Forerunner Autochamber # 5"
42.486946,1,291,1082.65244047,2.91911257,0.49732976,273.11376946,1.91470726,0.00000000,18.66641679,318.15106536,0.01819344,294.47559256,97.81000000,23.59177857,23.61681692,-6.65994918,-6.64094789,3.05299027,8.41877736,1.82674178,1.82856244,0.23525636,0.30118983,1.09490937,973.36085666,0.12335442,1989.82749967,0.15843070,5.06779897,"Measurement #0186  from Forerunner Autochamber # 1"
42.490991,2,286,4599.07310091,30.22462376,0.72743159,362.48620279,2.89650617,1.00000000,18.66555522,318.15136348,0.02625906,294.66969796,101.13000000,298.61240403,427.90429847,1973.96359649,4387.92126038,27.89166593,42.55019080,-5.49272916,-10.25017468,2.35603434,0.28346080,31.29157001,215.69079440,0.25978733,288.55892223,0.05294258,0.02330163,"Measurement #0187  from Forerunner Autochamber # 2"
42.495098,3,295,2256.36306459,31.95379071,1.32803824,3289.63836379,2.28582921,1.00000000,18.66524874,318.15078954,0.02091559,294.30454826,97.86000000,252.26511503,252.63828465,5187.64114405,5208.10461268,134.97799093,135.13973168,-17.25719113,-17.33304047,3.00470252,0.92988194,48.43937865,720.97806973,3.95004608,917.82624471,0.63559644,61.05640883,"Measurement #0188  from Forerunner Autochamber # 3"
42.499163,4,295,1342.26333576,40.66778306,0.42952466,2078.96727175,0.86470063,1.00000000,18.66555222,318.15025518,0.00641931,294.45122677,96.72000000,163.13938811,229.33415833,8113.05091324,9882.14895811,16.83989216,27.83663432,114.24334394,114.26978690,5.47531111,1.13273680,213.45498063,1781.37513138,0.96450523,1177.47287979,5.26604354,1.19072445,"Measurement #0189  from Forerunner Autochamber # 4"
42.503156,5,286,1282.16741118,21.23173529,0.38520790,968.68250429,1.19852611,1.00000000,18.66520984,318.15106534,0.00682390,294.95815826,98.49000000,71.92501880,72.27646480,1828.42330946,1836.90871754,2.58318544,11.47138747,17.73275314,27.17139291,0.52682756,0.59256430,3.11654054,793.54184733,0.02648969,714.84098894,0.08136290,0.95543326,"Measurement #0190  from Forerunner Autochamber # 5"
42.535415,1,288,936.20660268,2.65652869,0.45269702,980.25474313,1.85174577,0.00000000,18.66647325,318.15084730,0.01839907,296.26358768,97.69000000,13.59600603,36.48467229,-44.64177220,-733.88305610,1.82734027,13.84058834,20.30369525,228.37700624,0.36420530,0.27748682,1.92737220,126.07816446,0.10885544,231.65744344,1.32880475,0.17220163,"Measurement #0191  from Forerunner Autochamber # 1"
42.539498,2,290,3450.76756691,16.23036359,0.54814011,432.20273959,3.01945968,0.00000000,18.66563219,318.15210344,0.03012397,296.28631617,101.91000000,233.49643192,235.13461338,1238.61122406,1245.24142899,17.07220817,17.10643871,-11.50172354,-20.96564617,0.75367069,0.49106319,6.61405699,1765.08159991,0.16433033,473.25267434,0.08996838,0.12795675,"Measurement #0192  from Forerunner Autochamber # 2"
42.543569,3,291,2073.55552779,30.51800677,1.23983103,3426.73085964,2.47884564,1.00000000,18.66536539,318.15248165,0.02272226,296.21807144,97.78000000,258.70318959,259.12091789,5812.30295241,5828.03402956,142.58916390,142.66321591,15.45140302,15.44223467,7.40079261,0.99163019,151.74266227,1946.30890517,3.74936024,332.60752018,3.74380812,2.27089141,"Measurement #0193  from Forerunner Autochamber # 3"
42.547577,4,285,1615.20910167,47.37193160,0.45989339,2105.39246829,0.82869796,1.00000000,18.66532316,318.15247795,0.00626284,296.17247596,97.33000000,292.96186493,336.09622996,12961.78308837,13013.50378982,29.29179527,46.93414195,137.24415328,137.29040722,4.86130868,1.84858421,150.50914713,1256.59465030,0.87846584,612.53451959,2.57117934,0.79959185,"Measurement #0194  from Forerunner Autochamber # 4"
42.551661,5,291,1438.77376824,26.76515204,0.40600501,1086.70685655,1.22207193,1.00000000,18.66516811,318.15343855,0.00664517,296.58000746,98.51000000,99.43069381,100.55047200,2613.92105697,2635.13974297,3.53392249,17.14099178,24.13189700,44.94827321,0.34878825,0.58028666,7.96692211,754.42007502,0.09571748,579.09121461,0.21281044,0.23356935,"Measurement #0195  from Forerunner Autochamber # 5"
42.583932,1,290,1056.16514168,3.34493095,0.49575036,1173.00352232,1.63131880,0.00000000,18.66652539,318.15147538,0.00822631,297.87319528,97.62000000,18.17389294,90.43529328,-55.90835690,-150.86323106,2.53311421,28.59533923,16.37121143,16.32671644,0.49145888,0.34066336,0.74811110,355.03619242,0.13051785,454.73815960,0.93175048,0.60900790,"Measurement #0196  from Forerunner Autochamber # 1"
